,ID,tips,convex_hull_area,solidity,perimeter,width,height
0,P0469_16,12,494513.0,0.2942288675929652,9080.330747008324,855,782
0,P0470_16,10,822590.0,0.24476105958010674,14065.917276263237,1028,1080
0,P0471_16,12,753898.5,0.24006547300465514,14056.526790380478,1028,937
0,P0472_16,13,680233.0,0.2640007174012434,15986.076409220695,1028,851
0,P0473_16,13,736006.5,0.23412564970553928,11934.343274712563,1028,916
0,P0474_16,11,656592.0,0.21316890854594633,10579.001005291939,987,921
0,P0475_16,11,536138.5,0.23789934876902144,10853.758468270302,906,800
0,P0476_16,11,529704.5,0.24799487261293796,10770.880290746689,983,880
0,P0477_16,10,631284.0,0.28246399401854,10667.312625646591,1015,778
0,P0478_16,11,535384.0,0.220512753462935,11206.114661574364,928,808
0,P0479_16,10,565832.5,0.25703896471128823,11413.603673696518,848,907
0,P0480_16,12,503497.0,0.2643531143184567,10809.02539050579,943,741
0,P0481_16,11,528772.5,0.2661692883045166,7787.078878164291,903,798
0,P0482_16,12,790587.5,0.19784780305785254,13358.497152924538,1028,960
0,P0483_16,12,338705.5,0.38010011647286507,7774.694102168083,592,704
0,P0484_16,14,698620.5,0.1987187607578077,11409.701577544212,926,990
0,P0485_16,10,563292.5,0.22481037826706374,9235.14610505104,872,853
0,P0486_16,12,631384.5,0.24559361213333555,8841.281100153923,956,981
0,P0487_16,11,523671.0,0.2954832327931087,11642.413123250008,1028,720
0,P0488_16,12,497628.5,0.21132431120805983,9309.416095256805,840,911
0,P0489_16,11,523257.5,0.2692211769539854,8061.966180324554,944,791
0,P0490_16,13,614426.0,0.2829876990882547,13680.167400121689,969,807
0,P0491_16,13,725067.5,0.23205287783551187,10748.51572406292,1028,998
0,P0492_16,11,483210.5,0.2837107223456444,8642.399726748466,974,661
0,P0493_16,12,573228.0,0.277346884660205,9737.728927135468,837,886
